rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,soil_moisture_pct,elevation_m,slope_deg,vegetation_index,drainage_density,distance_to_river_km,antecedent_rainfall_mm,risk_class
47.8,29.2,93.6,1010.7,13.1,26.1,310,17.1,0.449,2.32,7.44,5.4,Medium
0,20.9,71.2,988.8,7.4,33.5,116,24.4,0.296,1.08,10.62,132.1,Medium
49.5,24.7,85.2,1001.9,0.3,46.7,210,10.5,0.632,4.73,6.81,144.5,Medium
23.5,25,94.3,1011.9,10,27.2,130,13.2,0.238,4.37,13.37,32.2,Low
0,33.4,51.5,1022.6,7.9,41.7,715,10,0.428,6.41,5.17,109.8,Low
81.8,36.2,69.5,1012.2,7.8,52.9,642,0,0.643,0.19,1.37,99.3,Medium
1.3,23,79.7,1021,8.9,66.8,642,12.4,0.592,4.38,9.61,63.9,Low
37.9,30.3,58.6,1004.3,12,52.7,225,12.8,0.535,1.96,9.05,110.7,Medium
72.7,27.5,87.3,1008.5,5.4,75.1,360,33.4,0.577,2.43,6.5,42.9,Medium
65.7,33.1,79.8,1025.5,6.4,43.4,669,11.9,0.487,2.64,0.1,169.3,Medium
14.1,17.5,85,1006.3,9.7,35.4,702,36.8,0.521,2.01,1.07,0,Medium
12.5,19.4,31.8,997.3,6.2,17.7,382,0,0.484,0.04,7.09,63.4,Low
14.8,24.7,53.3,1004,0.7,28.7,274,20,0.569,0.03,4.25,123.7,Low
14.7,20.2,69.9,1006.4,15,50.5,179,3.9,0.246,4.37,4.19,84.3,Low
54.7,9.9,95.5,1009.7,0,61.9,584,28.5,0.703,6.64,7.17,100.7,Medium
103.9,32.4,57,1012.9,6.2,59,116,0.2,0.466,3.69,0.9,0,Medium
110.2,33.1,61.6,996.1,8.9,56.3,754,11,0.502,1.05,4.89,130,Medium
71.2,23.3,96,1011.2,8.7,44.2,381,18.6,0.516,4.96,2.4,137.5,Medium
58.3,30.3,53.8,1009.7,0.7,76.3,379,7,0.405,1.99,10.33,59.2,Medium
61.6,27.7,68.4,1019.1,7.7,10.9,421,15,0.59,1.24,5.28,145.6,Medium
57.3,19.2,83.4,1013,8.8,44.8,310,10.8,0.554,2.38,11.23,111.5,Low
98,44.1,58.2,1019.9,4.5,64.6,546,0,0.4,4.79,3.04,28.4,Medium
23.7,28.9,77.6,1027.9,7.3,38.8,220,19.1,0.473,2.7,10.21,67.3,Medium
118.9,32.5,66.8,1010.3,11,35.8,860,25.6,0.55,3.74,3.66,0,Medium
0,16.4,76.3,1008.3,12.8,60.4,0,2.4,0.689,2.84,0.23,75.2,Low
63.8,30.2,83.7,1017.6,9,53.1,788,0,0.563,0.56,5.04,122.5,Medium
19.5,11.1,51.2,1029.1,2.1,95.6,413,6.5,0.426,4.63,9.92,86.4,Medium
73.1,16.5,65.6,1015.3,8.8,30.2,552,38.3,0.223,1.17,7.43,68.2,Medium
39.2,17,46.8,1020,13.3,46.3,125,13.7,0.27,4.87,1,72.4,Low
19.5,28.5,78.1,1008.7,4.8,47.7,228,4.9,0.487,1.32,8.99,0,Low
55.7,26.3,65.9,998.5,7,32.1,3,26,0.656,1.89,9.66,39.5,Low
66.6,23.4,39.9,1014.5,2.9,53.6,392,12.8,0.565,1.61,7.94,74.8,Low
26.7,33.1,69.9,1009.3,4.1,15.2,306,16,0.514,2.73,0.1,155.2,Medium
49.9,24.8,54.8,1020.8,10.6,42.5,1030,5.3,0.377,2.42,11.04,80.6,Low
0,41.2,83.9,1022,16.7,86.9,795,6.9,0.548,0.59,0.1,84.7,Medium
49.2,29.3,67.3,1010.7,6.7,53,763,32.1,0.287,4.62,8.08,32.5,Medium
4.8,31.8,59.9,1035.7,4.2,51.6,171,17.6,0.711,4.62,3.82,98.2,Low
106,31.1,92.2,1017.9,2.5,50.1,499,0.7,0.773,3.15,0.1,192.7,High
24.8,27.4,74.7,1027.6,7.5,39,179,19,0.517,7,10.03,180.9,Medium
72.6,27.9,78.3,1030.5,14.8,24.9,90,30.6,0.351,3.01,4.01,173.3,Medium
113.7,19.2,71.6,982.6,9.2,94.9,71,16.4,0.448,1.85,3.56,148.9,High
70.8,23.1,58.7,1014.1,7.3,55.5,344,14.9,0.764,3.52,11.18,174.9,Medium
0,46,68.5,1016.9,13.2,24.7,225,0,0.712,2.67,8.36,0,Low
61.9,29.6,62.8,1011.5,12.2,40.7,636,0,0.367,1.55,2.39,74.4,Low
0.8,30.5,71.4,1035,11.6,18.2,798,33,0.216,2.05,6.11,41.7,Low
29.8,21.3,60.7,1013.2,19,83.5,658,4.7,0.465,4.71,4.06,104.4,Low
0,25.1,57.2,1024.1,6.2,63.5,138,4.1,0.681,2.58,2.25,110.1,Low
14.9,40.7,58.5,1013.1,9.6,56.2,125,23.3,0.441,4.57,2.61,74.1,Low
127.9,29.8,56.4,1000.3,11.7,47.2,343,10.1,0.309,4.23,2.29,0,Low
0.9,17.3,88.1,1016.2,10.8,62.4,385,18.8,0.262,4.2,8.2,78.9,Medium
0,14,77.8,1005.1,8.1,29.7,771,36.2,0.408,3.62,5.59,131.4,Medium
69.7,31.9,59.6,1019.3,1.5,44.7,183,14.5,0.681,1.29,4.16,75.3,Low
0,26.3,73.1,1019.1,10,27.1,405,18.4,0.336,5.39,7.01,100.5,Low
0,36,74.6,1008.4,3.2,5,429,23.5,0.488,0,3.23,73.7,Low
37.4,24.2,72.6,1020.9,7.9,44.1,289,15.8,0.658,3.69,0.1,83.8,Medium
91.8,41.1,80.3,1020.2,7.1,50.6,184,4.5,0.856,3.06,8.68,150.9,Medium
54.9,20.9,57.7,1015.1,11.3,25.6,687,34.5,0.209,4.74,2.03,82.5,Medium
63,28.3,68.1,1014.6,10.9,77,659,0,0.411,3.81,5.13,81.9,Medium
17.9,25.8,61.8,1024.5,9,56.1,0,4.9,0.59,1.09,12.82,43.2,Low
39.7,12.7,53.5,1011.4,8.3,69.2,354,0.8,0.439,6.03,2.39,104.9,Low
17.4,35.3,74.1,1018.2,4.2,61.8,472,23.7,0.534,3.6,6.89,64,Medium
55.8,18.9,46.2,1024.5,1.4,34.1,426,5.8,0.587,2.71,0.1,56.4,Low
89.1,32.3,79.9,1024.7,0,43.6,320,35,0.677,3.16,7.63,54.3,Medium
64.4,39.7,70,1000.8,3.8,18.2,756,32.3,0.318,5.72,3.76,133.2,Medium
15,18.6,71.1,1015.7,3.1,50.6,71,17.3,0.235,3.83,3.33,30,Low
59.3,28,68.6,993.6,12.7,43.3,339,26.2,0.631,1.11,2.71,0,Low
10.7,24,75.1,1033.3,10.9,62.8,205,32.6,0.637,3.26,5.9,22.2,Medium
9.8,28.7,100,985,4.4,50.7,580,20.1,0,2.55,4.49,150.5,Medium
74.6,27.8,71.1,997.2,2,63.1,236,15.7,0.65,4.04,6.21,32.5,Medium
28.5,46.8,84.5,1007,1.1,24,340,14.8,0.37,5.69,4.16,5.4,Low
36.6,30,48.7,1005.5,15.6,66.5,0,0,0.691,1.79,6.92,87.2,Low
50.6,27.9,66.9,1019.3,6.8,51,373,20,0.593,2.54,0.1,153.8,Medium
102.1,22.8,50.3,1002.5,7.1,28.2,420,5,0.364,4.4,3.45,167.6,Medium
55.8,28.9,76.5,1004.1,8.2,53.6,402,0,0.359,4.03,2.27,177.8,Medium
37.2,19.8,100,1009.3,12.4,68.8,190,4.3,0.275,0,0.25,138.8,Medium
20.8,28.3,65.4,1008.9,12.4,53.7,716,17.4,0.459,2.23,11.94,0,Low
57.4,32.5,54.2,996.4,9.2,57.9,462,42.8,0.67,3.68,5.39,94.4,Medium
46.6,31.8,74.2,997.1,11.2,5,500,8.6,0.291,5.24,11.62,36.8,Low
53.1,20.5,89.8,1014.9,4.5,26,372,8.5,0.469,7.64,4.27,137.9,Medium
0,14.1,52.9,1018.5,4.3,50.1,886,0,0.294,4.14,3.92,0,Low
7.5,24.2,70.4,1034.9,15.6,40.4,739,36.9,0.716,2.85,0.1,75.1,Medium
118.5,23.1,63.7,1013.5,0,83,516,10.5,0.581,3.75,2.73,97.1,Medium
11.6,30.4,65.6,1018.6,4.8,34.6,595,23.9,0.23,0,3.77,186.8,Low
97.9,25.6,55.3,996.4,5.7,54,213,29.2,0.808,2.6,0.1,201.6,High
4.7,36.7,76.3,1027.3,0,53.5,0,17.2,0.499,1.45,0.1,25.7,Low
0,17.1,52.1,1028.2,12.8,31.3,860,8.3,0.615,3.85,13.13,0,Low
71.3,33.5,54.6,1009,3.2,62.1,487,26,0.658,5.23,9.49,133.7,Medium
52.2,33.9,61.6,996.3,8.3,100,305,30.6,0.638,1.51,0.1,67.9,High
0,38.7,89.9,1002.3,4,71.1,586,7.3,0.825,1.53,11.07,0,Medium
50,32.7,44.6,1012.5,1.4,36.9,29,17.2,0.416,3.37,2.5,40.5,Low
6.6,16.5,97.4,1023.5,10.1,65.3,0,29.4,0.198,3.26,5.63,111.7,Medium
41.6,29.8,65.3,1020.2,12.2,80.2,872,0,0.904,3.79,10.51,91.3,Medium
61,38.4,37.7,1022.7,10.9,39.2,680,15.1,0.357,2.96,6.72,107,Low
72.5,15.4,86.9,995.4,5.2,12.5,639,18.6,0.646,2.4,1.3,52.1,Medium
0,24.9,57.1,1015.9,0.6,48.1,553,31,0.307,2.37,2.91,56.4,Low
34.9,27.8,85.1,1023.1,3.1,82,0,11.8,0.303,1.24,11.26,165.7,Medium
47,20.9,64,1019.3,3.1,66.5,592,0,0.543,1.5,7.16,80.3,Low
32.9,26.7,67.8,1020,8.6,56.2,299,11.3,0.604,3.53,4.19,120.7,Medium
84.7,20.3,77.9,1009.3,8.9,77.7,537,2.8,0.485,2.03,3.39,18,Medium
30.2,37.6,59.2,994.5,9.4,74.7,1033,33.6,0.462,1.96,7.41,127.6,High
38.2,38.5,69.9,1004,12.7,85,824,17.2,0.309,4.5,8.92,0,Medium
15.2,22.4,76,1008.4,5.3,18.7,433,10.1,0.112,0,5.64,137,Low
75.2,20,58.3,1011.9,4.2,72.2,868,30.8,0.872,4.54,6.67,135.7,Medium
64.4,34.6,90.8,1003.7,5.3,49.5,559,0,0.339,2.63,9.29,48.6,Medium
1,34.5,66.3,1013.3,7.1,59.1,0,34.6,0.839,2.22,8.23,111.3,Low
2.9,32.8,57.4,993.4,16.3,61.2,924,19.1,0.67,3.95,3.35,40.9,Low
85.6,21.7,61.3,1007.6,5.7,51.6,674,29.8,0.798,3.65,4.96,24.4,Medium
48.1,20.9,70.9,995.1,5.8,55.6,193,0,0.564,2.78,1.6,59.3,Medium
33.3,28,42.4,1009.1,6.5,52.6,254,14.7,0.436,5.03,1.09,60.6,Medium
113.1,35.9,66.5,987.5,7.8,43.9,214,12.3,0.244,3.93,2.84,156.5,Medium
0,33.5,88.6,1037.5,0.9,31.7,312,0,0.487,2.56,8.13,186.7,Low
47,42.3,85,1013.6,0,79.7,98,2.5,0.353,4.06,0.99,178.4,High
99.3,38.1,58.3,1000.2,16.9,46.7,601,14.2,0.248,2.76,10.53,80.7,Medium
47.3,31.2,73.7,998.5,1.4,13.1,27,14,0.369,0,1.05,40.6,Medium
89.3,33.2,89.1,1006.3,1.3,56.5,1,11.7,0.327,3.59,5.17,108.6,Medium
39.5,19.5,50.4,1010.9,9,66.6,101,0.2,0.333,2.72,2.32,0,Low
34.5,40.8,77,1009.4,1.1,42,449,36.7,0.795,3.74,9.09,180.9,Medium
29,37.6,83.6,1019.6,5.4,56.8,48,10.7,0.046,2.77,4.38,123.4,Medium
27.8,31.4,70.4,1009.7,3.9,22.4,458,8,0.594,3.25,0.1,55.7,Low
0,38.4,70.6,1016.1,8.3,33.1,431,15.3,0.541,4.06,5.58,75.4,Low
32.7,12.5,84.7,1006.4,1.5,26.1,620,19,0.514,2.76,9.96,2.8,Low
58.1,23.6,36.6,1004,9.4,45.6,612,20.1,0.306,3.17,3.14,147.2,Medium
32.8,32.1,52.3,1009.5,7.7,80.7,685,18.1,0.421,3.9,1.74,66.8,Medium
38,28.7,47.9,1028.4,9.8,39.3,192,16.2,0.276,1.93,4.36,166.7,Low
16.6,22,55.3,1001.6,5.5,45,581,8.4,0.175,2.88,5.57,119.7,Low
2.8,28.9,69.6,992,15,94.5,528,12.5,0.778,4.86,10.73,123.3,Medium
0,27.5,75.5,1009.6,3.8,57.3,0,0,0.748,2.57,2.26,101.4,Low
78.6,38.2,61.5,1011.4,4.1,19.6,789,20.9,0.175,1.52,10.92,81.8,Low
50,13.2,76.1,982.2,3.5,43.4,192,19.5,0.309,4.65,0.1,46.7,Medium
110.3,38.5,96.5,1026.1,10.9,22.3,459,5.7,0.918,1.15,7.6,85.3,Medium
51.2,19,53,1009.9,0,54,434,1.2,0.429,5.82,11.02,146.1,Medium
29.9,25.3,80.9,1015.9,6.8,55.5,0,32.7,0.789,2.92,7.9,87.4,Medium
118.3,32.9,92.8,994.6,12.5,35.9,457,14.9,0.469,3.01,8.15,123.5,High
38.2,28.6,57.5,1000.8,4.4,43.5,731,27.9,0.655,3.04,3.32,47.4,Low
0,34.3,55,1016.9,8.4,45.4,122,0,0.669,2.05,10.8,112.6,Low
85.2,32.3,90.4,1005,11.5,69.4,0,20.7,0.557,3.47,0.1,121.4,High
24.9,28.2,43.1,986.3,9.3,33,455,9.5,0.249,4.4,10.03,50.9,Low
148.1,36.6,69.9,1016.5,6.5,8,107,14.5,0.608,2.94,4.28,56.8,Low
96.6,41.3,63.6,998.8,1.3,33.6,0,2.4,0.52,0,6.48,74.3,Medium
64.3,43.1,72.3,1020.8,7.4,43.7,305,19.3,0.876,2.53,1.41,45.2,Medium
40.1,31.1,94.7,991.7,12.4,56.9,140,6.1,0.657,2.8,0.1,75.5,High
29.9,37.5,89.7,1019.3,7.8,81.7,0,10.2,0.712,2.95,4.41,96.8,Medium
0,24.8,70.8,1003.7,0,53.7,482,30.7,0.249,3.51,5.4,78.7,Medium
110.5,24.4,74.2,1014.8,4,46.8,535,52,0.693,3.92,4.25,91.4,Medium
40.2,15.6,87.6,989.7,3.2,24.6,448,27.4,0.593,7.67,5.87,75.9,Medium
78.2,26.9,91.9,1016,2.6,44.9,208,33.5,0.42,1.46,4.68,163.8,Medium
13.8,42.3,72,1009.9,8.5,62,336,13.7,0.498,3.4,15.21,66.8,Low
0,16.4,53.9,1019.1,4.6,72.6,300,0.5,0.653,4.25,2.96,150.7,Medium
10.1,30.1,71.2,1004.8,7.2,29.7,448,11,0,3.43,0.63,108.7,Medium
65,14.2,80.9,1010.4,9.2,27.6,396,11.9,0.664,4.61,0.1,177.7,Medium
73.9,26,94.4,991.3,13.5,26.2,0,21.3,0.63,0.66,4.96,197.1,High
22.7,33.3,50.7,1000.4,11.6,52,593,13.5,0.463,0,4.98,133.2,Medium
107.2,25.8,74.3,1013.8,15.5,29.7,0,4.8,0.416,4.22,0.7,61.8,Medium
0,31,48.3,1013.9,12,84,687,29,0.571,2.29,3.35,53.6,Low
0,37.9,78.5,996.6,10.9,24.5,1090,23.2,0.267,3.98,5.81,39.6,Low
59.5,21.7,59.7,1015.8,16.9,53.4,271,23.2,0.729,2.03,4.35,151.1,Medium
36.8,27.6,81.9,999,7.9,46.3,74,18.9,0.302,0.37,3.11,122,Medium
53.1,27.4,68,996.2,8.7,43.8,561,34,0.764,3.9,8.3,43.5,Medium
105.6,23.3,80.4,1002,13.8,60.9,651,13.1,0.323,5.77,13.63,75.6,Medium
51,30.2,76.8,1019,0.9,75.3,238,10.1,0.361,1.12,4.25,65.3,Medium
35.5,9.7,92.9,996.8,3.9,36.3,677,11.6,0.223,2.07,7.77,128.5,Medium
14.5,26.1,70.9,1018.4,8.6,29,857,24.7,0.645,2.15,0.1,175.6,Medium
38.4,31.9,88.3,1013,5.8,5,352,0,0.369,1.93,0.87,168.7,Medium
20.4,31.8,74.2,1001.4,7.6,49,0,9,0.326,4.38,6.08,0,Low
32.3,40.5,71,995.2,4.9,45.4,459,6.7,0.566,3.09,0.1,154.4,Medium
55.1,30.2,58.1,998.2,9.8,41.7,103,17.8,0.38,2.61,10.26,3.7,Medium
30.8,31.6,48.1,1010.5,4.7,48.6,44,12.8,0.11,4.31,1.23,126.1,Medium
35,38.3,100,1021.6,11.6,58.7,476,26.8,0.469,5.34,1.48,124.2,Medium
124.1,23.1,85.8,1009.4,14.1,76.7,121,26.1,0.205,2.06,9.12,85.3,High
62.3,19.7,48.2,997.9,5.9,33.3,293,34.4,0.279,4.41,0.1,19.9,Medium
10.7,27.7,55.3,1008.1,8.2,41.4,36,0,0.675,3.05,3.69,0,Low
0,13.1,89,1014.8,2.7,26.4,601,7.2,0.368,5.7,0.1,51.1,Low
0,32.1,84.6,1008.8,13.2,65,285,18.7,0.494,2.99,10.28,94.4,Low
130.9,37.4,82.5,1002.8,0,78.4,484,7.2,0.642,2.99,11.47,63.8,Medium
50,26.3,75.9,1003.1,2,37.6,0,22.6,0.229,2.76,2.99,79.3,Medium
27.7,28.8,46.2,998.6,0.8,61.9,832,1.7,0.859,1,7.75,85.9,Medium
48.2,19.7,59.5,1014.6,9.4,69.9,425,31.6,0.425,3.39,0.1,86.5,Medium
17.1,19.2,100,989.6,1,38.3,351,31.7,0.516,1.53,0.1,180.1,High
72.4,22.1,63.9,1014.1,8.4,18.9,0,29.4,0.464,2.4,3.56,87.1,Low
97.4,32.4,53.9,998.4,9.9,48.6,161,27.6,0.611,2.2,2.94,75.5,Medium
0,34,60,1020.8,0,70,556,15.4,0.493,4.18,2.71,14.2,Low
77.3,27.2,72,1003.1,8.8,49.7,367,0,0.909,1.76,3.99,59.8,Medium
36.9,27.2,51.3,989.4,2.8,57.3,74,35.7,0.135,4.81,0.1,118.4,Medium
46.4,26.8,49.2,1014.6,9.5,22.2,569,5.7,0.56,5.1,8.82,77.1,Low
40.6,38.2,65.3,980,19.5,26.6,486,20.4,0.537,4.04,1.89,90.2,Medium
100,15.8,70.8,1002.2,16.2,36.2,697,0,0.273,4.41,2.56,0,Medium
40.4,38.9,63.7,992.6,4.6,37.5,486,14.4,0.708,2.96,2.81,33.7,Low
71.8,33.8,59.2,1006.6,15.4,56,469,24.7,0.621,1.04,7.97,50.6,Low
60,15.8,61,1018.3,4.9,35.5,148,3.7,0.939,1.21,8.65,69.1,Low
58,36.6,58.4,1021.6,14.4,88.1,425,28,0.366,2.67,8.24,0,Medium
0,34.9,83.2,1031.7,3.7,58.4,1035,20.7,0.633,4.51,1.84,40.9,Medium
11.8,18.7,53.2,1004,11.2,24.3,145,0,0.408,2.67,12.42,10.4,Low
19.5,29.5,62.1,1019.2,4.4,67.5,439,10.2,0.76,1.34,4.88,195.2,Medium
16.4,45.7,89.8,1006.1,14,66.8,0,16.3,0.174,3.03,9.19,118.4,Medium
20.6,19.4,99.7,1000.3,2.7,29.2,120,9.1,0.594,2.29,5.11,0,Low
97,28.9,63.8,1017.5,10.7,19.1,132,0,0.567,3.68,6.02,114,Medium
0,28.3,53.4,1004.8,7,37,181,8.8,0.22,2.26,0.1,100.1,Low
109.8,14.6,81.7,1014.1,4.7,71.8,67,25.5,0.561,3.37,6.04,145.8,High
59,35.8,77.8,1006.8,6,39.2,833,19.9,0.573,1.68,3.47,108.6,Medium
116.5,10.5,79,1013,5.3,66.8,602,15.2,0.976,4.29,4.71,0,Medium
115.2,33.1,52.8,1000.4,0.8,80.4,503,0.6,0.393,3.07,7.15,82.3,Medium
42.8,32.8,62,1014.7,0.6,36.8,1138,15.9,0.296,2.82,9.26,142.6,Medium
71.5,16.4,66.5,1027.1,3.1,35.7,0,6.1,0.441,1.26,2.17,47.8,Low
40.2,26.8,77.6,1031.3,7.2,50.4,805,17,0.557,4.91,0.1,91.5,Medium
45.8,27.7,68.6,1009,8.8,27.9,412,2.3,0.473,4.66,6.83,144,Low
94.7,39.2,73.2,1014.9,10.1,59.3,463,11.8,0.538,3.68,5.12,70.5,Medium
69.4,24.4,52.4,1013.4,7.2,85,221,13.9,0.832,3.77,0.1,250.2,Medium
96.1,48.6,60.5,997.1,4.5,50.9,369,21.2,0.535,2.67,4.98,188.4,High
69.1,19.6,70.4,1017.5,15.5,83.3,448,12.8,0.447,4.25,8.31,17.4,Medium
25.5,29.3,71.3,1001.1,5.6,57.1,148,8.7,0.434,2.42,8.09,69.7,Medium
56.2,38.4,53.6,999.5,7.2,37,623,7.3,0.465,4.54,7.49,135,Medium
19.7,30.1,44.8,1010.9,13.5,13.1,647,16.4,0.495,4.8,6.79,0,Low
13.1,20,99.3,1018.1,9.1,46.6,408,3.2,0.625,3.17,4.91,29.1,Low
46,25.6,100,1013.5,1.6,37.5,466,23.8,0.552,3.36,8.97,65.6,Medium
0,31.8,61.9,991.6,17.6,66.2,827,14.1,0.424,2.3,7.92,0,Low
2.2,25.1,85.4,1004.5,7.3,73.5,0,11.8,0.657,2.2,1.02,94.7,Medium
80.7,17.3,71.2,1007,7.1,10.3,283,25.3,0.608,5.52,0.1,43.2,Medium
16.5,23.1,89.7,996,14,36.2,524,26.3,0.347,2.43,4.76,25.3,Medium
71.7,29.7,62.2,1005.2,9.3,66.1,797,16.9,0.614,2.27,2.59,42.5,Low
68.1,34.6,51.8,1011.1,16,72.1,189,23,0.736,1.94,8.21,156,Medium
25.3,25.8,57.3,996.2,3.6,49.2,369,7.6,0.432,1.75,1.56,103.8,Low
81.1,35,69.8,1003,10.1,38.5,388,25.3,0.492,0,9.24,0,Medium
11.9,19,100,1029,15.3,26.7,667,12,0.548,0.46,7.7,125.2,Low
55.5,27.6,68.2,996.1,1.9,64.3,315,16.4,0.767,1.46,4.06,150.3,Medium
0,13.2,62.5,1001.7,10.1,27.8,708,7.9,0.575,3.4,8.75,13.2,Low
0,14,48,1007.6,8.8,61.5,389,0.7,0.593,4.16,2.62,47.2,Low
93.2,24,61.1,1016.8,5.7,75.9,48,20,0.34,3.37,1.73,204.3,High
28.9,43.8,91.8,1015,1.5,39.8,159,30.1,0.288,5.68,4.73,72.6,Medium
42.6,32.1,45.1,1018.9,3.8,20.5,653,32.7,0.747,4.64,1.92,24.6,Medium
0,27.9,50.3,1021.7,5.3,55.4,3,12.3,0.452,4.12,11.15,48.6,Low
85.7,18.7,60,997,4.4,41.9,692,10.9,0.602,2.46,5.96,78.6,Medium
51.4,31.3,86.4,1010.5,7.6,43.2,0,40.7,0.632,2.91,7.14,14.9,Medium
10,22.2,63.2,1025.5,6.3,34.2,566,29.3,0.421,2.51,4.31,89.2,Low
45.8,19.9,82.7,1016.2,17.4,94.6,657,32.9,0.313,3.18,5.64,38.1,Medium
97.9,14.5,45.8,992.9,12.4,66.9,300,26.9,0.844,1.29,6.55,68.9,Medium
42.2,28.3,84.2,1013.2,11.6,40.4,245,6.2,0.738,3.81,7.37,0,Low
85.8,35,61.9,1008,16.2,42.1,90,16.7,0.555,3.67,2.3,43.1,Medium
0,15,59.9,998.8,13.3,60.2,611,18.5,0.541,2.14,2.7,51.4,Low
0,22.2,64.2,1014.3,4.8,58,503,6.1,0.624,3.29,7.27,68.8,Low
60.8,26.2,59.2,1042.8,11.5,23.4,317,15.8,0.473,4.47,0.1,122.5,Medium
22.5,43,55.9,1039.1,5.7,19.4,724,29.3,0.342,5.79,8.86,0,Low
0,37.2,80.7,1017,4.2,39.7,337,10.6,0.817,0.04,9.73,176.1,Low
87,27.7,57.6,1014.2,11.6,54.3,387,4.2,0.274,1.94,0.1,99.2,Medium
48,27.4,72.1,1004.7,8.7,80,453,28,0.546,2.52,10.98,125,High
54.5,8.3,63.1,1011.4,2.3,78.9,74,7.8,0.4,1.68,0.1,128,Medium
41.6,36,62,1019.3,19.7,60.6,337,0,0.839,2.5,13.63,123.1,Medium
114.9,18.4,79.5,1003.9,16.2,67.2,829,22,0.35,1.75,13.62,68.6,Medium
76.5,33.9,67.1,1033.6,13.1,66.2,29,19,0.559,1.34,3.33,22.4,Low
26.1,23.4,63.7,1014.8,10.2,41.2,268,25.2,0.591,3.98,0.1,108.3,Low
68.2,23.8,72.5,1008.9,9,39.6,159,25.2,0.369,1.02,8.45,87,Medium
54.2,20.4,76.7,1016.5,3.3,45.8,773,8.9,0.549,4.63,3.69,101,Low
0,10,60.8,1001.1,15.2,51.2,299,2.8,0.487,1.54,10,127.8,Low
0,18.3,53.9,1005.8,16.7,45.4,0,9.6,0.808,4.31,1.23,142.6,Low
98.4,33.4,85.5,1014.3,10.9,34.9,0,15,0.507,2.91,6.6,55.3,Medium
40.3,30.5,59.2,995.9,7.6,60.3,0,1.3,0.361,4.47,1.89,133.7,Medium
40.9,21.5,59.8,1003.6,9.4,100,718,17.8,0.38,4.29,3.09,17,Medium
98.8,32.6,56.1,1008.4,6.2,48.9,0,27.2,0.642,1.3,10.14,91.9,Medium
38.3,33.4,56.9,1018.5,11.1,79,154,21,0.445,3.52,4.53,107.8,Medium
136.9,35.2,61.9,1000.3,4.2,17,319,13,0.499,4.61,0.1,259.2,Medium
41,8.5,57.2,1007.9,7.9,53.2,138,38.2,0.621,3.53,13.38,43.9,Medium
27.2,19.8,58.6,1023.7,13.9,47.6,332,21.8,0.905,5.18,9.9,112.9,Low
0,14.7,65.4,1006.2,9.2,49.4,242,37.6,0.696,4.05,11.44,60.1,Low
0,34.5,67.3,1008.7,6,8.1,530,29.5,0.356,1.7,5.7,97.9,Low
62.9,27.2,71.1,999.3,4.1,58.2,98,14.3,0.508,0.51,6.52,110.8,Medium
84.5,13.3,88.9,1015.4,9.6,23.2,258,21.5,0.372,1.14,0.69,21.1,Medium
3.9,22.1,100,1005.5,3.4,16.2,352,17.2,0.521,5.05,5.33,66.5,Low
45.2,35.4,77.5,1019.1,10.6,75.6,0,38.3,0.594,4.37,0.1,156.2,High
101.6,25.9,77.4,1011.1,7.3,46.5,862,18.9,0.255,3.7,0.1,105,Medium
92.1,16.8,87.3,1000.3,0.5,35,619,13.5,0.701,4.17,15.74,136.6,High
30.1,24.2,94.9,994.7,6.5,40.9,351,24.6,0.429,2.33,0.1,80.4,Medium
37.7,23.9,52.6,1008.4,14.5,100,448,12.9,0.587,3.97,7.33,203.2,Medium
195.2,38.7,75.9,996.4,6.9,75.8,361,37.5,0.382,2.05,0.1,80.6,High
0,27.6,72,1002,6.7,49.8,632,24.6,0.132,2.37,6.4,24.5,Low
28.5,32.3,79.4,1012.9,3.5,47,580,18.8,0.546,0.4,1.95,77.5,Medium
36,32.4,86.1,1001,9,45.8,527,27.7,0.34,3.8,3.52,27.7,Medium
82.3,38.1,39.5,1014.6,11,69,458,20,0.521,2.09,3.01,67.8,Medium
0,32.8,78.8,1001.8,16.2,71.4,794,8.7,0.589,2.48,8.53,78.1,Medium
0,26.7,72.5,1010.1,4.9,18.9,164,17.2,0.075,0,9.84,0,Low
74.8,25.9,48.7,1008.3,0,57.5,119,1.1,0.646,3.24,5.71,136.2,Medium
0,13.3,100,998.8,6.6,13.5,786,33,0.626,1.72,3.87,67.5,Medium
40.3,35.7,78.3,1014.2,14.7,100,0,10.5,0.191,3.48,2.94,0,Medium
59.6,36.6,85,1003.6,0,49.7,715,10.5,0.242,2.59,7.9,0,Medium
0,31.4,54.6,1015.1,2.2,39.9,591,10.3,0.543,0.9,0.39,67.3,Low
48.6,18.2,79.7,995.9,5.6,54.4,0,0,0.044,3.4,3.57,0,Medium
0,20.6,61.8,1002.7,5,53,287,10.9,0.707,4.76,11.49,63.6,Low
44.7,25.5,47.1,1000.6,15.9,21.9,603,15.2,0.913,3.52,5.12,34.1,Medium
30.9,40.3,68.6,1015.8,9.9,48.9,557,14.9,0.573,0.81,3.17,0,Low
0,37.3,77.1,1021,0,46,616,26.3,0.505,2.85,5.54,12.2,Low
36.1,20.7,85.8,997.8,15.9,51.7,704,23.7,0.469,4.36,10.21,65.7,Medium
0,30.4,67.2,988.8,2.6,29.9,608,12.5,0.362,1.95,6.04,0,Low
